dg1 [um],dg_feed [um],L1 [um],L2 [um],Freq [GHz],S11_dB,S21_dB
-6,-66,50,-96,2.195,-0.0352317563926331,-32.7071228678535
-6,-66,50,-96,2.2,-0.0340185693147202,-33.397659339544
-6,-66,50,-96,2.205,-0.0329057878732248,-34.0779810445394
-6,-66,50,-96,2.21,-0.0318804474064202,-34.7484445651632
-6,-66,50,-96,2.215,-0.0309316687225535,-35.4093877546842
-6,-66,50,-96,2.22,-0.0300502804304069,-36.0611310226737
-6,-66,50,-96,2.225,-0.0292285160635438,-36.7039785279079
-6,-66,50,-96,2.23,-0.0284597701165363,-37.3382192831159
-6,-66,50,-96,2.235,-0.0277384006880616,-37.9641281766316
-6,-66,50,-96,2.24,-0.0270595691546966,-38.5819669163585
-6,-66,50,-96,2.245,-0.0264191093898235,-39.1919849015478
-6,-66,50,-96,2.25,-0.0258134206517952,-39.7944200277965
-6,-66,50,-96,2.255,-0.0252393795094039,-40.3894994304568
-6,-66,50,-96,2.26,-0.024694267139319,-40.9774401713875
-6,-66,50,-96,2.265,-0.0241757090826335,-41.5584498736636
-6,-66,50,-96,2.27,-0.0236816251380461,-42.1327273085342
-6,-66,50,-96,2.275,-0.0232101875316962,-42.700462938599
-6,-66,50,-96,2.28,-0.0227597858696429,-43.2618394208538
-6,-66,50,-96,2.285,-0.0223289976681803,-43.8170320729593
-6,-66,50,-96,2.29,-0.021916563486976,-44.3662093057939
-6,-66,50,-96,2.295,-0.0215213658735717,-44.9095330251001
-6,-66,50,-96,2.3,-0.0211424114742566,-45.4471590047737
-6,-66,50,-96,2.305,-0.0207788157843631,-45.9792372341343
-6,-66,50,-96,2.31,-0.0204297901057095,-46.5059122412956
-6,-66,50,-96,2.315,-0.0200946303557015,-47.0273233945835
-6,-66,50,-96,2.32,-0.0197727074347145,-47.5436051837478
-6,-66,50,-96,2.325,-0.0194634589090017,-48.0548874825997
-6,-66,50,-96,2.33,-0.0191663818075136,-48.5612957945269
-6,-66,50,-96,2.335,-0.0188810263649377,-49.0629514822236
-6,-66,50,-96,2.34,-0.0186069905705794,-49.5599719828715
-6,-66,50,-96,2.345,-0.0183439154057027,-50.0524710098712
-6,-66,50,-96,2.35,-0.0180914806708998,-50.5405587421531
-6,-66,50,-96,2.355,-0.0178494013203521,-51.0243420020044
-6,-66,50,-96,2.36,-0.017617424232864,-51.5039244222518
-6,-66,50,-96,2.365,-0.0173953253604072,-51.9794066036025
-6,-66,50,-96,2.37,-0.0171829072034526,-52.4508862628447
-6,-66,50,-96,2.375,-0.016979996570526,-52.918458372572
-6,-66,50,-96,2.38,-0.0167864425849647,-53.3822152930472
-6,-66,50,-96,2.385,-0.0166021149077709,-53.8422468967435
-6,-66,50,-96,2.39,-0.0164269021494894,-54.2986406860923
-6,-66,50,-96,2.395,-0.0162607104480548,-54.7514819049
-6,-66,50,-96,2.4,-0.0161034621925303,-55.2008536438771
-6,-66,50,-92,0.6,-0.0025683998309919,-68.0146495567142
-6,-66,50,-92,0.605,-0.0026399738152312,-67.541995365717
-6,-66,50,-92,0.61,-0.0027133014148747,-67.0676776473413
-6,-66,50,-92,0.615,-0.0027884235252295,-66.5916200630153
-6,-66,50,-92,0.62,-0.0028653831111301,-66.1137457046163
-6,-66,50,-92,0.625,-0.0029442253301102,-65.6339770257507
-6,-66,50,-92,0.63,-0.0030249976652726,-65.1522357716948
-6,-66,50,-92,0.635,-0.0031077500688859,-64.6684429078411
-6,-66,50,-92,0.64,-0.0031925351178903,-64.1825185464201
-6,-66,50,-92,0.645,-0.0032794081824616,-63.6943818713634
-6,-66,50,-92,0.65,-0.0033684276091546,-63.2039510610255
-6,-66,50,-92,0.655,-0.0034596549202416,-62.7111432086344
-6,-66,50,-92,0.66,-0.0035531550310549,-62.2158742401979
-6,-66,50,-92,0.665,-0.0036489964875257,-61.7180588296383
-6,-66,50,-92,0.67,-0.0037472517262757,-61.2176103109035
-6,-66,50,-92,0.675,-0.0038479973601035,-60.7144405867974
